ref_area.label;source.label;indicator.label;classif1.label;time;obs_value
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;11319
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;8668
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;20366
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;0
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1367
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;4632
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1849
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;22436305
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1076419
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;17218347
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;4131809
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;9729
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;11163545
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;23188
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;8319674
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;2820682
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;2322051
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;104545
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;1831792
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;385713
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1229875
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;52033
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1089416
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;88426
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;6132297
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;287
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;5437276
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;407818
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1406937
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;590069
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;413593
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;393718
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;9556
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;22436305
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;163993
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;596
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;316436
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;453558
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;4312164
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;8235897
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;2906
Myanmar;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1310999
